trial_id,persona_id,risk_tolerance,decision_style,risk_posture,exploration_style,winner,chip_delta,pot_size,strategy_basis,reward
texas-holdem_web__Gqb3Pjc,0041,unknown,unknown,opportunistic,quick_pick,player,20,90,bluff,1.0
texas-holdem_web__GxNtBy9,0429,unknown,unknown,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__GxTzoKW,0047,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__GznsMT9,0275,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HJgPAhZ,0573,unknown,unknown,balanced,compared_multiple,opponent,-70,140,hand_strength,1.0
texas-holdem_web__HMfnhRY,0391,unknown,unknown,balanced,compared_multiple,opponent,-130,260,hand_strength,1.0
texas-holdem_web__HPKZaLj,0599,unknown,unknown,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__HS5DPhJ,0425,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HXigwR8,0430,unknown,unknown,opportunistic,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__HZ5bKmH,0142,unknown,unknown,risk_averse,compared_multiple,tie,0,40,hand_strength,1.0
texas-holdem_web__HcQEyu4,0171,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HejGDBm,0694,unknown,unknown,risk_averse,deep_research,opponent,-20,100,pot_odds,1.0
texas-holdem_web__Hf3HzRH,0447,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__HiSCcfn,0621,unknown,unknown,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__HmcouQP,0268,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HmjqQRS,0848,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HpdNhBG,0768,unknown,unknown,opportunistic,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__HtXYdJw,0572,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__HvLzdbA,0256,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__J4ct3vD,0754,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__J4tCgnw,0791,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__J84ZMWZ,0866,unknown,unknown,risk_averse,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__J97ZBfF,0385,unknown,unknown,balanced,compared_multiple,opponent,-270,540,hand_strength,1.0
texas-holdem_web__J9DPJSN,0215,unknown,unknown,opportunistic,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__JAXcUBa,0144,unknown,unknown,balanced,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__JCM8apT,0611,unknown,unknown,opportunistic,quick_pick,player,70,240,hand_strength,1.0
texas-holdem_web__JDkLrw4,0933,unknown,unknown,risk_seeking,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__JJSS8ZQ,0679,unknown,unknown,risk_averse,quick_pick,opponent,-200,400,hand_strength,1.0
texas-holdem_web__JTSt5xA,0120,unknown,unknown,risk_seeking,quick_pick,player,80,160,hand_strength,1.0
texas-holdem_web__JWDJQYk,0618,unknown,unknown,opportunistic,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__JYk833c,0218,unknown,unknown,balanced,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__JcuPLKt,0657,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__JgsfQjZ,0483,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__JneKmPb,0794,unknown,unknown,risk_averse,quick_pick,opponent,-190,440,hand_strength,1.0
texas-holdem_web__JnxPnan,0364,unknown,unknown,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__JoQ2SeA,0677,unknown,unknown,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Jrvs6JR,0803,unknown,unknown,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__JtXJ5Kv,0623,unknown,unknown,balanced,compared_multiple,player,70,140,hand_strength,1.0
texas-holdem_web__Ju8xHjA,0017,unknown,unknown,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__JurcxrG,0560,unknown,unknown,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__JvjNKoh,0838,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__JwrmWbo,0219,unknown,unknown,balanced,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__JxzGxm2,0731,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Jy9Egkc,0564,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__K3Kqa53,0615,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__KRpTNHt,0341,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__KStxHgC,0444,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__KVbRyif,0078,unknown,unknown,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__KYKEbBM,0006,unknown,unknown,risk_averse,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__KZf9Uto,0382,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__Ka9d8DR,0947,unknown,unknown,risk_averse,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__KhT4DxV,0077,unknown,unknown,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__Ko83deY,0994,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__KurfyWQ,0287,unknown,unknown,opportunistic,compared_multiple,player,20,80,bluff,1.0
texas-holdem_web__KzKasAC,0057,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__LD27V9L,0113,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__LEmhMFT,0550,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__LHLkpZU,0366,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__LJM5fjF,0312,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__LM4PSC7,0829,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__LVipacX,0931,unknown,unknown,balanced,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__LmVPCwc,0334,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__Lq2vECf,0238,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__LtCuukA,0257,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__LuKZPK2,0030,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__LzUgvJY,0868,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__M8GvHs4,0176,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__MAe6ZiZ,0841,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__MHiJkmg,0817,unknown,unknown,balanced,deep_research,opponent,-20,40,hand_strength,1.0
texas-holdem_web__MMAjCtE,0825,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__MPPthHo,0351,unknown,unknown,risk_seeking,quick_pick,player,20,90,bluff,1.0
texas-holdem_web__MRrTPeX,0131,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__MRtoHjY,0058,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__MVvNVU2,0055,unknown,unknown,opportunistic,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__MYfHhyG,0624,unknown,unknown,risk_seeking,deep_research,player,400,800,hand_strength,1.0
texas-holdem_web__MgYzqPF,0344,unknown,unknown,balanced,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__MhaeSdA,0594,unknown,unknown,balanced,quick_pick,player,200,400,hand_strength,1.0
texas-holdem_web__MhdWhH5,0499,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__MrGh3fM,0498,unknown,unknown,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__MvAx6SP,0669,unknown,unknown,opportunistic,compared_multiple,player,70,210,bluff,1.0
texas-holdem_web__MxVNS4h,0411,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__MxzCCfd,0821,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__N49urEy,0222,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__N63qCsq,0196,unknown,unknown,balanced,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__N7gaaQv,0190,unknown,unknown,balanced,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__N9rg4L3,0321,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__NEW4NYh,0962,unknown,unknown,balanced,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__NGvXg9Y,0183,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NKVMg7j,0763,unknown,unknown,opportunistic,quick_pick,player,70,220,hand_strength,1.0
texas-holdem_web__NPubTjt,0096,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NQLnpbo,0691,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NRJVre8,0795,unknown,unknown,opportunistic,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__NRwpkE2,0811,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__NT7WxsH,0272,unknown,unknown,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__NTZhsHX,0641,unknown,unknown,risk_averse,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__NYoVktR,0212,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__NZjrRAs,0850,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__NeTAGCy,0521,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Nhm4yDf,0148,unknown,unknown,balanced,compared_multiple,opponent,-130,320,hand_strength,1.0
texas-holdem_web__NijrmsN,0534,unknown,unknown,risk_averse,compared_multiple,player,360,720,hand_strength,1.0
texas-holdem_web__NmkAgjC,0246,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__P3YdkLC,0339,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__PAhJpDH,0648,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__PCAiSD7,0316,unknown,unknown,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__PEm4itu,0129,unknown,unknown,opportunistic,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__PH2k3YW,0235,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__PHUQAcK,0097,unknown,unknown,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__PLLPJJZ,0501,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__PM6K5kg,0626,unknown,unknown,balanced,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__PRmbBfA,0054,unknown,unknown,risk_averse,hesitant,opponent,-20,40,hand_strength,1.0
texas-holdem_web__PUeGYDz,0365,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__PWgiqPA,0910,unknown,unknown,risk_averse,quick_pick,player,140,280,hand_strength,1.0
texas-holdem_web__PcZedPD,0184,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__PjsphuM,0073,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__PnHR39b,0696,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__PrSQjUR,0514,unknown,unknown,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__Q24XHSC,0948,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Q33Pbfw,0661,unknown,unknown,risk_seeking,quick_pick,opponent,-340,680,hand_strength,1.0
texas-holdem_web__Q4BUQzx,0742,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Q6bhrKA,0876,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Q6fTD7W,0009,unknown,unknown,balanced,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__QFgqsSt,0248,unknown,unknown,opportunistic,compared_multiple,player,330,660,hand_strength,1.0
texas-holdem_web__QGVPVZH,0872,unknown,unknown,balanced,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__QK3CLVh,0074,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QV2xAyK,0052,unknown,unknown,opportunistic,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__QaFXtM3,0247,unknown,unknown,risk_averse,compared_multiple,opponent,-10,30,hand_strength,1.0
texas-holdem_web__QcL5zEr,0879,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__QgWmJpY,0254,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Qgkew5V,0822,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QhkQn83,0925,unknown,unknown,opportunistic,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__QncnEc8,0285,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Qo5HFaS,0513,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QspJEke,0134,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__Qt3gFDB,0117,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__QtSiT8G,0121,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__QtxXhpu,0076,unknown,unknown,risk_seeking,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__R3ypoFM,0431,unknown,unknown,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__R4yfN4L,0882,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__R589GGC,0331,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__R7uWakG,0015,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__RBXFpzH,0208,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__RBd5evM,0220,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__RKKUshs,0605,unknown,unknown,risk_seeking,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__RTiwyAx,0081,unknown,unknown,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__RTvHTgq,0354,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__RU9ETop,0649,unknown,unknown,risk_averse,hesitant,player,20,60,hand_strength,1.0
texas-holdem_web__ReoKigm,0929,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Rn2QU4x,0851,unknown,unknown,risk_averse,hesitant,player,20,40,hand_strength,1.0
texas-holdem_web__RnDWb3u,0185,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Rw6jjk9,0905,unknown,unknown,opportunistic,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__RykQ5G4,0831,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__RzhHw5W,0717,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__S8KFCTQ,0845,unknown,unknown,balanced,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__SA7PJKv,0586,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__SAefaur,0008,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__SEQTsYZ,0177,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__SKyYQrE,0110,unknown,unknown,risk_averse,deep_research,player,20,40,hand_strength,1.0
texas-holdem_web__SQ7U7S8,0713,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__SQJhRCt,0297,unknown,unknown,opportunistic,quick_pick,player,70,280,hand_strength,1.0
texas-holdem_web__SRCGjEx,0812,unknown,unknown,balanced,quick_pick,player,120,240,hand_strength,1.0
texas-holdem_web__ST35EhY,0558,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Sbn9ijw,0350,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Sce7puZ,0911,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__SkSFGZ6,0163,unknown,unknown,risk_seeking,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__SohkCiY,0991,unknown,unknown,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Spn5M5D,0852,unknown,unknown,risk_averse,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__SsYiNGM,0958,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__SzgB9Sh,0530,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__T83pmax,0804,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__TAWiAVz,0098,unknown,unknown,opportunistic,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__TDQsq4u,0472,unknown,unknown,balanced,quick_pick,player,70,220,hand_strength,1.0
texas-holdem_web__TFezVa4,0217,unknown,unknown,risk_seeking,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__TJLgauh,0656,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__TLJg37y,0807,unknown,unknown,balanced,compared_multiple,tie,0,40,hand_strength,1.0
texas-holdem_web__TVG2pYh,0527,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__TX9ofh6,0497,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__TYijDvp,0375,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Td8Z2GU,0684,unknown,unknown,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__TefthPd,0553,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__TehYgba,0266,unknown,unknown,risk_seeking,quick_pick,opponent,-200,400,hand_strength,1.0
texas-holdem_web__TgvEVh5,0357,unknown,unknown,risk_averse,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__ThDSFjD,0602,unknown,unknown,risk_averse,compared_multiple,player,20,40,pot_odds,1.0
texas-holdem_web__TmqosSq,0757,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Ts3bjLP,0512,unknown,unknown,balanced,compared_multiple,opponent,-20,100,pot_odds,1.0
texas-holdem_web__TsyobHb,0536,unknown,unknown,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__TvRXYGq,0392,unknown,unknown,balanced,compared_multiple,player,70,140,hand_strength,1.0
texas-holdem_web__TvZeRQY,0436,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,pot_control,1.0
texas-holdem_web__U3pcVPs,0463,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__U4XowAK,0075,unknown,unknown,balanced,compared_multiple,player,70,210,hand_strength,1.0
texas-holdem_web__U6KBLrc,0126,unknown,unknown,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__U6fPNTV,0686,unknown,unknown,risk_averse,quick_pick,opponent,-140,280,hand_strength,1.0
texas-holdem_web__UDAAGSt,0046,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__UEkQBgG,0785,unknown,unknown,opportunistic,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__UEojjVM,0317,unknown,unknown,risk_averse,quick_pick,opponent,-70,200,hand_strength,1.0
texas-holdem_web__UQhP5nq,0359,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__URYwtTJ,0279,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__UVnb28z,0739,unknown,unknown,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__UW8earr,0432,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__UXaGYyp,0976,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__UZyQ452,0446,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__Uct9GZq,0759,unknown,unknown,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__UfwShdH,0379,unknown,unknown,balanced,deep_research,player,80,160,hand_strength,1.0
texas-holdem_web__UkG6Ez3,0471,unknown,unknown,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__UoHZGrv,0454,unknown,unknown,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__UokwGTh,0140,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__UrDMTo3,0502,unknown,unknown,risk_seeking,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__UzqkmFE,0967,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__V2mLhmm,0124,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__V3sKkUY,0576,unknown,unknown,risk_seeking,quick_pick,player,20,80,bluff,1.0
texas-holdem_web__V7MK6P4,0233,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__V8PKKA3,0956,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__VRSZzrv,0654,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__VTJtc3r,0278,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__VWaNkqF,0711,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__VWvkB3q,0642,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__VYmwXUZ,0408,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Vd83ToZ,0236,unknown,unknown,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__VnS2hBY,0147,unknown,unknown,balanced,compared_multiple,player,380,760,hand_strength,1.0
texas-holdem_web__VprnUEH,0613,unknown,unknown,opportunistic,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__VtU5CBs,0721,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__VvpMygo,0386,unknown,unknown,risk_averse,hesitant,opponent,-80,160,hand_strength,1.0
texas-holdem_web__W2csuzz,0019,unknown,unknown,opportunistic,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__W3cfckD,0718,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__W6dNV8u,0832,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__W8brXeZ,0458,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__W9tGib8,0025,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__WCNYmCY,0195,unknown,unknown,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__WDcrkyf,0897,unknown,unknown,balanced,quick_pick,opponent,-70,200,bluff,1.0
texas-holdem_web__WJcemej,0893,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__WPXMVe2,0263,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__WUL5wGE,0404,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__WVahUtH,0577,unknown,unknown,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__WWtC3WN,0347,unknown,unknown,risk_seeking,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__WYJRsVk,0610,unknown,unknown,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__WZxhJiL,0966,unknown,unknown,opportunistic,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__WfENMM2,0617,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Wh2nTfJ,0114,unknown,unknown,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__WhKCuHD,0773,unknown,unknown,balanced,compared_multiple,opponent,-80,220,pot_odds,1.0
texas-holdem_web__Wi8TTQM,0902,unknown,unknown,opportunistic,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__WmhJaTS,0726,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__Wr9W4mh,0342,unknown,unknown,risk_seeking,compared_multiple,opponent,-80,220,bluff,1.0
texas-holdem_web__X3PKTar,0509,unknown,unknown,opportunistic,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__X9QqFKJ,0067,unknown,unknown,opportunistic,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__XDRsPC9,0571,unknown,unknown,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
